timestamp,project_name,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,on_cloud,cloud_provider,cloud_region
2020-04-11 09:26:11,project_theta,21,8,2.900124473551001,8,0,1.234536750293562,8,0,0.1565335713217349,8,Canada,CAN,Ontario,Y,gcp,brazilsouth
2020-04-12 09:26:11,project_beta,22,7,1.7068701092023841,9,0,1.2345362382657026,9,0,0.15653346308849522,6,Canada,CAN,Ontario,N,,
2020-04-13 09:26:11,project_alpha,26,2,2.800865107403249,8,0,1.2345363175279633,8,0,0.15653347913679058,8,Canada,CAN,Ontario,N,,
2020-04-14 09:26:11,project_alpha,42,2,2.801132672916239,7,0,1.234538396,7,0,0.15653392,7,Canada,CAN,Ontario,N,,brazilsouth
2020-04-15 09:26:11,project_delta,33,7,3.148949886365254,6,0,1.2345356875194198,6,0,0.15653334583098907,6,Taiwan,TWN,Changhua County,Y,,
2020-04-16 09:26:11,project_theta,26,6,1.5244610975474304,8,0,1.2345382669821285,8,0,0.1565338921735138,8,Canada,TWN,Changhua County,N,,asia-east1
2020-04-17 09:26:11,project_delta,25,8,4.5,2,0,1.2345377702410985,2,0,0.15653378715691113,2,Taiwan,TWN,Changhua County,N,,brazilsouth
2020-04-18 09:26:11,project_delta,10,5,1.6077357446726999,6,0,1.234538396,6,0,0.15653392,6,USA,TWN,Ohio,Y,gcp,
2020-04-19 09:26:11,project_alpha,10,2,2.766825437340081,8,0,1.234535,8,0,0.1565332,8,Canada,TWN,Changhua County,N,,
2020-04-20 09:26:11,project_delta,44,2,1.8716538112979015,1,0,1.2345352533198768,1,0,0.15653325342120208,1,Taiwan,TWN,Ohio,N,,
2020-04-21 09:26:11,project_delta,14,6,3.995374518275788,3,0,1.2345359795803545,8,0,0.1565334076725582,3,Canada,CAN,Ontario,Y,,brazilsouth
2020-04-22 09:26:11,project_gamma,30,2,3.0366765643343174,3,0,1.2345360200078206,3,0,0.1565334162143275,3,USA,USA,Ohio,Y,gcp,
2020-04-23 09:26:11,project_delta,26,9,3.8946572309314353,5,0,1.234535,5,0,0.1565332,1,Canada,CAN,Ontario,N,,asia-east1
2020-04-24 09:26:11,project_beta,26,1,4.183567087486098,5,0,1.234536253439126,5,0,0.1565334651900926,5,Brazil,BRA,Sao Paulo,N,,asia-east1
2020-04-25 09:26:11,project_alpha,41,3,3.877159139829121,6,0,1.2345374682360581,6,0,0.15653372347754868,6,USA,TWN,Ohio,N,,
2020-04-26 09:26:11,project_gamma,41,2,1.9704559180516408,6,0,1.234537126032555,6,0,0.1565336506045252,6,Taiwan,TWN,Ohio,N,,asia-east1
2020-04-27 09:26:11,project_theta,34,2,0.5,7,0,1.234537526139594,7,0,0.15653373543868537,7,Brazil,BRA,Sao Paulo,Y,gcp,brazilsouth
2020-04-28 09:26:11,project_delta,10,4,1.2095326681533307,8,0,1.2345374138188983,8,0,0.1565337111479141,8,Canada,TWN,Changhua County,N,,
2020-04-29 09:26:11,project_delta,41,4,1.5167697007319603,6,0,1.2345364633245262,6,0,0.1565335099664947,6,USA,TWN,Changhua County,Y,gcp,
2020-04-30 09:26:11,project_theta,32,6,3.178716618614661,3,0,1.2345360856388627,8,0,0.15653343016816615,3,Canada,CAN,Ontario,N,,
2020-05-01 09:26:11,project_theta,36,3,2.205373835458506,7,0,1.2345382995499539,7,0,0.1565338995580024,7,Brazil,BRA,Ontario,N,,
2020-05-02 09:26:11,project_delta,20,6,3.165694368359623,1,0,1.2345363006707633,3,0,0.15653347549312066,1,USA,USA,Changhua County,N,,
2020-05-03 09:26:11,project_delta,47,9,3.893936987434018,4,0,1.234538396,4,0,0.15653392,9,Taiwan,CAN,Changhua County,N,,
2020-05-04 09:26:11,project_beta,37,2,2.83780653026218,4,0,1.234537436573688,2,0,0.15653371625485704,2,Brazil,BRA,Sao Paulo,N,,
2020-05-05 09:26:11,project_alpha,22,8,3.590578217205657,7,0,1.2345362110548797,7,0,0.1565334570936694,7,Canada,CAN,Sao Paulo,N,,
2020-05-06 09:26:11,project_alpha,34,4,4.247662558186907,7,0,1.234538396,5,0,0.15653392,7,Brazil,CAN,Ontario,N,,asia-east1
2020-05-07 09:26:11,project_alpha,49,8,3.30822228212512,7,0,1.2345351283751032,7,0,0.1565332277777486,7,Taiwan,CAN,Ontario,N,,asia-east1
2020-05-08 09:26:11,project_theta,30,9,1.6670076758566248,4,0,1.2345358510258415,2,0,0.15653338055983268,2,Brazil,BRA,Sao Paulo,N,,asia-east1
2020-05-09 09:26:11,project_alpha,10,2,1.35401131876722,1,0,1.2345370654082641,5,0,0.15653363762121847,1,Taiwan,USA,Ohio,N,,
2020-05-10 09:26:11,project_beta,22,9,4.284833638310086,9,0,1.2345353872554132,9,0,0.15653328205423955,9,Brazil,BRA,Sao Paulo,Y,gcp,asia-east1
2020-05-11 09:26:11,project_delta,49,7,4.5,4,0,1.2345366969915492,4,0,0.15653355964916307,4,Taiwan,TWN,Changhua County,N,,
2020-05-12 09:26:11,project_gamma,38,5,1.0865495779244811,1,0,1.2345362911737723,5,0,0.15653347391047537,5,USA,USA,Ohio,N,,
2020-05-13 09:26:11,project_theta,34,8,4.5,7,0,1.2345374364726578,6,0,0.15653371684829648,6,Canada,CAN,Ontario,N,,
2020-05-14 09:26:11,project_theta,31,8,2.0759314122912906,7,0,1.2345362379237168,6,0,0.15653346204505234,7,Canada,CAN,Changhua County,N,gcp,asia-east1
2020-05-15 09:26:11,project_alpha,30,7,2.9459862176336866,7,0,1.234535285427367,7,0,0.15653326054786226,7,Canada,CAN,Ontario,N,,
2020-05-16 09:26:11,project_gamma,31,2,2.934565771055212,2,0,1.234535,2,0,0.1565332,2,USA,TWN,Changhua County,N,,
2020-05-17 09:26:11,project_alpha,35,2,2.9626156012214895,5,0,1.2345353953485316,1,0,0.15653328378415193,1,Taiwan,CAN,Changhua County,N,,
2020-05-18 09:26:11,project_delta,44,8,2.5808910442657704,1,0,1.2345377738238887,3,0,0.1565337883243373,3,Taiwan,TWN,Changhua County,N,,
2020-05-19 09:26:11,project_delta,19,2,3.6819298680566446,5,0,1.234537459975054,5,0,0.15653372180722042,5,Canada,CAN,Changhua County,N,,brazilsouth
2020-05-20 09:26:11,project_delta,28,7,2.167210725626262,3,0,1.234536321022741,3,0,0.1565334801418083,3,Canada,CAN,Ontario,N,,asia-east1
2020-05-21 09:26:11,project_alpha,13,9,4.283033187093349,6,0,1.2345360134642969,6,0,0.15653341471787655,6,Canada,TWN,Changhua County,N,,
2020-05-22 09:26:11,project_beta,45,6,1.7880480745584983,1,0,1.2345363285016162,1,0,0.15653348178797336,5,Brazil,BRA,Sao Paulo,N,,brazilsouth
2020-05-23 09:26:11,project_theta,26,5,4.32008514333363,6,0,1.2345368208339382,9,0,0.15653358574592607,6,Taiwan,CAN,Ontario,N,,
2020-05-24 09:26:11,project_theta,13,5,3.3116818897025704,7,0,1.234536787731004,7,0,0.1565335790859762,7,Canada,CAN,Ontario,Y,,
2020-05-25 09:26:11,project_beta,43,4,1.9969430222832982,3,0,1.2345366692855795,3,0,0.1565335542835966,3,Brazil,BRA,Sao Paulo,N,,brazilsouth
2020-05-26 09:26:11,project_beta,35,9,0.9330507037363704,6,0,1.234538396,9,0,0.15653392,6,Brazil,BRA,Sao Paulo,N,,asia-east1
2020-05-27 09:26:11,project_gamma,49,4,3.22489648143503,9,0,1.234536950743662,9,0,0.15653361359912527,9,USA,TWN,Changhua County,Y,gcp,asia-east1
2020-05-28 09:26:11,project_alpha,14,8,2.5843082277071403,2,0,1.2345366066838988,2,0,0.15653354060983807,2,Canada,CAN,Ontario,N,,
2020-05-29 09:26:11,project_alpha,32,2,1.8569428927684162,7,0,1.2345352819088893,7,0,0.15653325928053233,7,Canada,CAN,Ontario,N,,
2020-05-30 09:26:11,project_delta,44,4,0.9727853057098856,1,0,1.2345367144510877,5,0,0.15653356338555374,1,Taiwan,TWN,Ohio,N,,asia-east1
2020-05-31 09:26:11,project_delta,25,9,2.4372359161771184,3,0,1.23453625581398,3,0,0.15653346634040813,3,Canada,CAN,Ontario,N,,
2020-06-01 09:26:11,project_alpha,43,2,2.4711681922290465,2,0,1.2345353732507574,2,0,0.1565332787362206,2,Canada,CAN,Ontario,Y,,brazilsouth
2020-06-02 09:26:11,project_gamma,34,2,3.2555504146920087,2,0,1.234536458889083,2,0,0.15653350930112472,2,Taiwan,TWN,Ontario,N,,
2020-06-03 09:26:11,project_gamma,47,3,2.57338542884042,1,0,1.2345358266669266,1,0,0.1565333751981217,5,USA,USA,Ohio,Y,,brazilsouth
2020-06-04 09:26:11,project_alpha,49,1,4.5,2,0,1.2345361059221671,2,0,0.15653343435377198,2,Brazil,BRA,Sao Paulo,N,,asia-east1
2020-06-05 09:26:11,project_delta,22,1,3.0216372414697417,5,0,1.2345368446939393,5,0,0.15653359132996894,7,Taiwan,TWN,Changhua County,N,,asia-east1
2020-06-06 09:26:11,project_alpha,15,9,4.369072245617477,1,0,1.2345382362566826,5,0,0.1565338862057265,5,Taiwan,TWN,Changhua County,N,,
2020-06-07 09:26:11,project_delta,33,7,3.1430661862922977,3,0,1.234535557315687,3,0,0.15653331806844778,3,Taiwan,TWN,Ohio,N,,asia-east1
2020-06-08 09:26:11,project_alpha,34,9,3.635449643708636,7,0,1.234535748606877,7,0,0.15653335875514457,7,Canada,CAN,Ontario,N,,asia-east1
2020-06-09 09:26:11,project_alpha,35,7,3.1253968071832374,5,0,1.2345377460701745,1,0,0.1565337817219248,1,Canada,TWN,Changhua County,N,,
2020-06-10 09:26:11,project_delta,23,2,2.664551403752165,3,0,1.234536692368322,8,0,0.15653355877642353,3,USA,TWN,Ohio,N,,
2020-06-11 09:26:11,project_gamma,37,7,1.2761307567221134,3,0,1.2345363685017057,3,0,0.15653349030140815,8,Taiwan,TWN,Changhua County,N,,
2020-06-12 09:26:11,project_gamma,29,3,4.5,4,0,1.234535,9,0,0.1565332,4,USA,USA,Ohio,N,,
2020-06-13 09:26:11,project_beta,29,5,0.744827887782749,5,0,1.2345350136240782,7,0,0.15653320284980343,5,Canada,BRA,Ontario,N,,
2020-06-14 09:26:11,project_delta,18,7,1.9227804372054755,2,0,1.2345357060764486,2,0,0.1565333504035189,2,Taiwan,TWN,Changhua County,N,,asia-east1
2020-06-15 09:26:11,project_delta,41,5,2.404838461424284,6,0,1.234537892542157,6,0,0.15653381326049373,6,Canada,CAN,Ontario,N,,asia-east1
2020-06-16 09:26:11,project_alpha,38,5,1.967236549741195,2,0,1.2345353953767948,2,0,0.1565332843880906,2,USA,TWN,Changhua County,N,,
2020-06-17 09:26:11,project_gamma,49,2,2.1717806600183156,2,0,1.2345367676368901,2,0,0.15653357498376483,2,Taiwan,TWN,Changhua County,N,,
2020-06-18 09:26:11,project_alpha,18,1,3.477651208506941,4,0,1.234535978662472,9,0,0.1565334081299969,4,Canada,CAN,Ontario,N,,asia-east1
2020-06-19 09:26:11,project_theta,26,8,0.8706569691010417,8,0,1.2345361574264309,8,0,0.1565334457327919,8,Canada,BRA,Ontario,Y,,asia-east1
2020-06-20 09:26:11,project_alpha,40,7,4.5,6,0,1.2345363726909524,6,0,0.1565334911553774,6,Brazil,BRA,Sao Paulo,N,,
2020-06-21 09:26:11,project_alpha,22,9,1.8230932948859762,5,0,1.2345364264782974,5,0,0.15653350267667587,5,Canada,CAN,Ontario,N,,asia-east1
2020-06-22 09:26:11,project_theta,10,6,2.5695540379373507,1,0,1.2345373021569874,1,0,0.15653368809850862,3,Taiwan,CAN,Ontario,N,,brazilsouth
2020-06-23 09:26:11,project_alpha,45,9,3.7110090592835263,3,0,1.2345363636728495,3,0,0.15653348940679485,8,Canada,TWN,Ontario,N,,
2020-06-24 09:26:11,project_alpha,46,9,3.1356327090907525,8,0,1.234535496014301,8,0,0.1565333048010815,8,Brazil,CAN,Ontario,N,,
2020-06-25 09:26:11,project_beta,18,6,2.5157542388352545,6,0,1.234538396,9,0,0.15653392,6,Brazil,BRA,Sao Paulo,N,,
2020-06-26 09:26:11,project_beta,35,9,3.380184779599068,3,0,1.2345366627706094,3,0,0.1565335527203466,3,Brazil,CAN,Ontario,N,,
2020-06-27 09:26:11,project_alpha,17,4,1.084278750770419,7,0,1.2345353218730284,7,0,0.1565332680457868,7,Canada,CAN,Ontario,N,,
2020-06-28 09:26:11,project_theta,26,3,2.6373060316387518,3,0,1.234536474221884,1,0,0.15653351207178326,1,Brazil,BRA,Ontario,Y,gcp,asia-east1
2020-06-29 09:26:11,project_delta,27,7,4.5,6,0,1.2345368995762247,6,0,0.1565336027793141,9,Taiwan,CAN,Ontario,N,,brazilsouth
2020-06-30 09:26:11,project_beta,12,7,2.6600189256346027,5,0,1.234535,1,0,0.1565332,1,Brazil,BRA,Sao Paulo,N,,brazilsouth
2020-07-01 09:26:11,project_gamma,22,6,1.6602460603515619,4,0,1.234535861116508,4,0,0.1565333822528353,4,USA,TWN,Ohio,N,,
2020-07-02 09:26:11,project_delta,44,9,4.489413535871849,9,0,1.2345364152358542,9,0,0.15653350033622493,9,Canada,CAN,Sao Paulo,N,,brazilsouth
2020-07-03 09:26:11,project_gamma,44,6,2.4191921726695713,3,0,1.2345378247790675,3,0,0.15653379875148782,3,Canada,TWN,Changhua County,N,,
2020-07-04 09:26:11,project_alpha,45,1,2.9282383946433996,2,0,1.2345381176921115,2,0,0.15653386084661167,2,Brazil,BRA,Sao Paulo,N,,asia-east1
2020-07-05 09:26:11,project_alpha,33,7,2.643011860907839,7,0,1.234535242907274,7,0,0.15653325146561556,7,Canada,TWN,Changhua County,N,,
2020-07-06 09:26:11,project_theta,42,6,4.027247458378582,7,0,1.234536868354252,7,0,0.1565335957075895,5,Canada,TWN,Changhua County,N,gcp,
2020-07-07 09:26:11,project_theta,32,8,4.5,9,0,1.2345382216795582,4,0,0.15653388313090957,9,Brazil,BRA,Sao Paulo,N,,brazilsouth
2020-07-08 09:26:11,project_theta,36,7,3.5341907320609987,6,0,1.23453631446839,6,0,0.15653347894915104,6,Brazil,BRA,Sao Paulo,N,,brazilsouth
2020-07-09 09:26:11,project_delta,48,5,1.9293645813556886,6,0,1.2345354267565707,9,0,0.1565332898465925,9,Canada,TWN,Changhua County,N,,asia-east1
2020-07-10 09:26:11,project_alpha,21,2,3.1481532635672593,9,0,1.2345359130011462,9,0,0.15653339341780745,9,Canada,TWN,Changhua County,N,,asia-east1
2020-07-11 09:26:11,project_gamma,46,9,0.603945799399745,7,0,1.2345358650154028,6,0,0.15653338335565878,6,USA,TWN,Ohio,N,,
2020-07-12 09:26:11,project_delta,35,9,0.5,7,0,1.234535370474734,7,0,0.15653327828381136,7,Taiwan,TWN,Changhua County,N,,asia-east1
2020-07-13 09:26:11,project_delta,43,7,3.244293696918521,7,0,1.2345370135663907,7,0,0.156533627123034,7,Taiwan,TWN,Ohio,N,,
2020-07-14 09:26:11,project_theta,17,7,0.8666860698096495,7,0,1.2345380878618235,5,0,0.15653385496288447,7,Canada,CAN,Ontario,N,,asia-east1
2020-07-15 09:26:11,project_delta,37,8,4.4610318736755605,5,0,1.2345379485302426,1,0,0.15653382506737468,5,Taiwan,TWN,Changhua County,N,,asia-east1
2020-07-16 09:26:11,project_theta,15,2,2.8319022015804545,5,0,1.2345376197072375,7,0,0.15653375509113873,5,Canada,BRA,Ontario,N,gcp,
2020-07-17 09:26:11,project_alpha,30,6,3.1589751155159225,7,0,1.2345356206848654,7,0,0.15653333204731934,6,Canada,CAN,Sao Paulo,N,,
2020-07-18 09:26:11,project_gamma,16,6,4.5,7,0,1.234535426383441,7,0,0.156533289966218,7,Taiwan,TWN,Changhua County,Y,,brazilsouth
2020-07-19 09:26:11,project_alpha,39,9,3.507829820363214,5,0,1.2345378010544343,5,0,0.15653379398323064,1,Taiwan,TWN,Changhua County,N,,asia-east1
2020-07-20 09:26:11,project_beta,28,7,3.953503726736905,5,0,1.2345378498634845,5,0,0.15653380396271344,5,Brazil,CAN,Ontario,N,gcp,brazilsouth
2020-07-21 09:26:11,project_gamma,39,7,1.5955755495004011,4,0,1.234535,9,0,0.1565332,9,USA,USA,Ohio,N,gcp,
2020-07-22 09:26:11,project_alpha,30,5,2.030512427804001,2,0,1.2345356891066896,2,0,0.1565333459817399,2,Canada,CAN,Ontario,Y,gcp,
2020-07-23 09:26:11,project_gamma,29,9,2.1632376715569084,8,0,1.234536624344456,8,0,0.15653354442237433,8,USA,USA,Ohio,N,,
2020-07-24 09:26:11,project_delta,37,7,1.4508660772763307,5,0,1.2345358136001452,1,0,0.15653337218801078,5,USA,USA,Ohio,Y,,
2020-07-25 09:26:11,project_alpha,18,8,3.816230009326212,1,0,1.2345351520417607,1,0,0.1565332324805518,1,Canada,CAN,Sao Paulo,N,,brazilsouth
2020-07-26 09:26:11,project_beta,31,9,4.103658073588958,4,0,1.2345377553843513,9,0,0.15653378400943277,4,Canada,BRA,Ontario,Y,,
2020-07-27 09:26:11,project_beta,18,6,4.5,2,0,1.2345366894915941,4,0,0.1565335581043348,2,Brazil,BRA,Sao Paulo,Y,gcp,brazilsouth
2020-07-28 09:26:11,project_theta,47,3,1.5866661954010404,7,0,1.2345364102802132,7,0,0.15653349921748552,7,Canada,CAN,Ontario,N,,
2020-07-29 09:26:11,project_beta,31,4,2.7674064834429166,9,0,1.2345360743099603,4,0,0.15653342771043863,9,Brazil,BRA,Sao Paulo,N,gcp,asia-east1
2020-07-30 09:26:11,project_alpha,41,9,1.4084125346190854,9,0,1.2345366132633357,6,0,0.1565335422146267,6,Taiwan,TWN,Changhua County,N,,
2020-07-31 09:26:11,project_delta,24,1,2.3983732205495905,4,0,1.234535,4,0,0.1565332,4,Canada,CAN,Ontario,N,,brazilsouth
2020-08-01 09:26:11,project_alpha,22,5,3.706784247128797,6,0,1.234538396,6,0,0.15653392,6,Taiwan,TWN,Changhua County,N,gcp,
2020-08-02 09:26:11,project_alpha,35,7,2.2714537264896473,4,0,1.234538396,9,0,0.15653392,4,Canada,CAN,Ontario,N,,
2020-08-03 09:26:11,project_gamma,17,9,1.8998404749202873,9,0,1.2345361952591976,6,0,0.1565334533819522,9,Taiwan,TWN,Changhua County,N,,asia-east1
2020-08-04 09:26:11,project_delta,41,5,0.5,3,0,1.234538396,3,0,0.15653392,3,USA,USA,Ohio,N,,
2020-08-05 09:26:11,project_alpha,29,2,2.8199239294311997,8,0,1.234535566726323,8,0,0.15653332013154386,8,Canada,CAN,Ontario,Y,gcp,brazilsouth
2020-08-06 09:26:11,project_theta,10,9,4.308036959292892,1,0,1.2345382653584258,5,0,0.15653389266299458,1,Canada,CAN,Ontario,N,,asia-east1
2020-08-07 09:26:11,project_beta,21,5,2.2117525737965917,1,0,1.2345359160014935,1,0,0.15653339392044904,1,Taiwan,CAN,Ontario,Y,gcp,
2020-08-08 09:26:11,project_delta,31,2,2.827611646351755,2,0,1.2345379548194013,2,0,0.15653382610195482,2,USA,USA,Ohio,N,,
2020-08-09 09:26:11,project_delta,35,4,1.6377403899074217,5,0,1.2345359612321913,5,0,0.15653340395101628,7,Taiwan,TWN,Ontario,N,,
2020-08-10 09:26:11,project_alpha,37,2,3.6051488355579244,5,0,1.2345363301774914,7,0,0.15653348152876934,7,Canada,CAN,Changhua County,N,,
2020-08-11 09:26:11,project_delta,18,9,1.2459425583321138,5,0,1.2345354763721794,1,0,0.15653330125588247,5,Canada,TWN,Changhua County,N,,
2020-08-12 09:26:11,project_beta,20,5,3.8549963957979356,5,0,1.2345381379099558,7,0,0.15653386504766323,7,Canada,CAN,Ontario,N,gcp,asia-east1
2020-08-13 09:26:11,project_gamma,46,2,1.9910742348139316,4,0,1.2345378197894235,4,0,0.15653379811432944,4,Canada,TWN,Changhua County,N,gcp,
2020-08-14 09:26:11,project_alpha,32,5,1.8436414913143269,8,0,1.2345356825810665,3,0,0.15653334460626264,3,Canada,CAN,Ontario,N,,
2020-08-15 09:26:11,project_gamma,21,1,4.37494903190706,7,0,1.2345361248325866,6,0,0.15653343860541727,7,Taiwan,CAN,Changhua County,N,,asia-east1
2020-08-16 09:26:11,project_theta,24,7,2.2830052772247016,3,0,1.2345378061571899,1,0,0.15653379476648005,1,Canada,BRA,Sao Paulo,N,,
2020-08-17 09:26:11,project_alpha,29,7,0.8099315355388919,7,0,1.2345361718794803,7,0,0.15653344861092314,5,Canada,CAN,Ontario,N,,asia-east1
2020-08-18 09:26:11,project_delta,37,7,1.3625258816587809,4,0,1.2345369081213167,2,0,0.1565336046651351,4,Canada,CAN,Ontario,N,,
2020-08-19 09:26:11,project_delta,30,5,1.3074829943938024,2,0,1.2345373310150836,2,0,0.1565336939441522,2,Canada,CAN,Ontario,N,gcp,
2020-08-20 09:26:11,project_alpha,26,9,4.115834628541364,5,0,1.234536208366312,5,0,0.15653345639759353,1,Canada,CAN,Ontario,N,,asia-east1
2020-08-21 09:26:11,project_gamma,42,3,3.294693608653986,4,0,1.234536583597411,2,0,0.1565335358961038,4,Taiwan,CAN,Ontario,N,,
2020-08-22 09:26:11,project_beta,20,4,1.1931432259546229,5,0,1.2345369416335368,7,0,0.15653361205479904,5,Brazil,CAN,Sao Paulo,Y,gcp,asia-east1
2020-08-23 09:26:11,project_delta,41,7,1.1043288640065325,5,0,1.2345374476127648,1,0,0.15653371877085467,1,Taiwan,TWN,Changhua County,N,,
2020-08-24 09:26:11,project_beta,25,4,2.4915911010734884,6,0,1.2345364773490022,6,0,0.15653351315239775,7,Canada,CAN,Ontario,N,,
2020-08-25 09:26:11,project_gamma,49,7,4.5,8,0,1.2345374245260403,8,0,0.15653371398891577,8,USA,USA,Ohio,N,,
2020-08-26 09:26:11,project_gamma,17,4,2.227917889643169,7,0,1.2345359311215434,7,0,0.15653339749518413,7,USA,USA,Ohio,N,,
2020-08-27 09:26:11,project_gamma,49,2,1.9816541286537341,7,0,1.234536745437232,7,0,0.1565335702946204,7,USA,USA,Ohio,Y,,
2020-08-28 09:26:11,project_alpha,42,2,0.5459694318923174,5,0,1.2345371638528468,5,0,0.15653365888206705,5,Canada,CAN,Ontario,N,,asia-east1
2020-08-29 09:26:11,project_theta,31,3,0.9994931931242641,3,0,1.234537518966216,8,0,0.15653373393124606,3,Canada,CAN,Ontario,N,,asia-east1
2020-08-30 09:26:11,project_theta,17,9,3.022620653076053,8,0,1.2345367075589864,8,0,0.1565335624246345,8,Canada,CAN,Ontario,N,,
2020-08-31 09:26:11,project_alpha,25,7,3.9049240696776346,5,0,1.2345375631693494,5,0,0.15653374352870603,5,Canada,CAN,Ontario,N,,
2020-09-01 09:26:11,project_delta,27,6,3.1295391694530816,6,0,1.2345354499206744,6,0,0.15653329523673054,6,Canada,CAN,Ontario,Y,,brazilsouth
2020-09-02 09:26:11,project_gamma,44,6,0.6293732801736374,7,0,1.2345373359233967,7,0,0.1565336955844774,7,USA,USA,Ohio,N,,
2020-09-03 09:26:11,project_theta,19,7,3.7367139512013674,7,0,1.234535,7,0,0.1565332,7,Canada,CAN,Ontario,N,,asia-east1
2020-09-04 09:26:11,project_delta,38,5,1.8095001763404759,9,0,1.234535357894521,9,0,0.15653327528763084,4,USA,TWN,Changhua County,Y,,asia-east1
2020-09-05 09:26:11,project_alpha,41,2,2.7650821518783295,8,0,1.2345382520267445,8,0,0.1565338898242794,8,Canada,CAN,Ontario,N,,asia-east1
2020-09-06 09:26:11,project_alpha,27,5,3.862583398153842,7,0,1.2345367303689452,5,0,0.15653356649679093,5,Canada,CAN,Ontario,N,,
2020-09-07 09:26:11,project_alpha,49,6,1.2675265882100202,4,0,1.2345357187988188,4,0,0.15653335210141148,4,Canada,CAN,Ontario,N,,
2020-09-08 09:26:11,project_delta,35,7,3.9987721685635598,6,0,1.2345356220188326,6,0,0.15653333139423223,6,Canada,CAN,Ontario,Y,,
2020-09-09 09:26:11,project_gamma,35,2,3.600266385069742,2,0,1.2345366223732568,2,0,0.15653354480838916,2,Canada,CAN,Ontario,N,,brazilsouth
2020-09-10 09:26:11,project_alpha,28,4,1.094906902862149,6,0,1.234537306797578,6,0,0.1565336891930549,9,Canada,CAN,Ontario,N,,
2020-09-11 09:26:11,project_delta,10,2,3.2622418251473935,7,0,1.2345362801110746,7,0,0.15653347144834262,7,Taiwan,USA,Changhua County,N,,
2020-09-12 09:26:11,project_beta,28,4,3.0388530013156063,6,0,1.234536657863257,6,0,0.1565335513161266,6,Brazil,BRA,Sao Paulo,N,,
2020-09-13 09:26:11,project_theta,30,9,2.506708102616101,6,0,1.2345365978899325,7,0,0.1565335392854877,6,Canada,CAN,Ontario,N,,
